"","GEOID","bls_agemploy"
"337","13205",0.0449091697213903
"338","34007",0.000914971607017384
"339","34027",0.00156444003763821
"340","34017",0.000234879902821406
"341","34001",0.0115577831063788
"342","34025",0.00216580655733553
"343","34011",0.0279448984549738
"344","34019",0.0124720932785685
"345","35045",0.00873255248364174
"346","35017",0.000643224699828474
"347","35007",0
"348","35051",0.0365073805000578
"349","35055",0.000139852315954352
"350","01089",0.00091750577057243
"351","01117",0.000895896901869379
"352","01121",0.00149540159335153
"353","01073",5.14946369802189e-05
"354","53027",0.0167823460232289
"355","53049",0.0352705460122137
"356","01055",0
"357","53011",0.00239448673802387
"358","53073",0.0359497615337903
"359","51107",0.00142914178328817
"360","13319",0
"361","13021",3.9025913206369e-05
"362","13143",0
"363","13151",0.00149499228372408
"364","13215",0
"365","13113",0.00114995666487855
"366","13025",0
"367","13301",0
"368","13123",0.00563338111236608
"369","13183",0
"370","13277",0.0287644475654527
"371","13291",0
"372","13263",0
"373","13265",0
"374","37069",0.00402104269764945
"375","37123",0.00122934025406365
"376","37199",0.00218737754349645
"377","37155",0.00459375899327138
"378","37167",0
"379","37161",0.000698835114098675
"380","37065",0.0142957220671951
"381","37041",0.0303919295863284
"382","37149",0.00530025160692856
"383","37113",0.000299341448812612
"384","37007",0
"385","37023",0.00267148411312433
"386","37121",0
"387","19075",0.0841118956109327
"388","19149",0.0128338163119444
"389","19117",0.00499302845592467
"390","19025",0
"391","19111",0.00755824645089614
"392","18117",0.0030747200419366
"393","19163",0.00102393069823834
"394","19131",0.00952826955871899
"395","18125",0.00130005200208008
"396","18027",0.00941092706749615
"397","18123",0
"398","20043",0.0258007974312979
"399","20145",0.0130289980035428
"400","21209",0
"401","21107",0.000764760757020682
"402","21017",0
"403","21079",0
"404","21049",0
"405","21051",0
"406","20119",0
"407","21239",0
"408","20071",0.01141670991178
"409","21005",0
"410","21165",0
"411","17163",0.00336380201237762
"412","17089",0.00272786203733989
"413","17167",0.00340219242370756
"414","17017",0.0164542737193181
"415","17161",0.000826441488721518
"416","17177",0.0105015098976268
"417","17109",0.0107797318164501
"418","17129",0.0207300601067063
"419","17125",0.0700866849987515
"420","39093",0.0107795749498065
"421","39061",0.000572522559645973
"422","39007",0.00191661195930552
"423","39167",0
"424","39123",0.00636951196293325
"425","39079",0
"426","06037",0.00103531366434349
"427","06087",0.085751519717579
"428","06039",0.263102915942117
"429","06019",0.116470809169066
"430","06097",0.0299581871609355
"431","06099",0.0674777217900452
"432","06107",0.223503040609354
"433","06013",0.00182825578860526
"434","06047",0.169023798382506
"435","36047",0.000288417119779782
"436","36005",0
"437","06105",0.0119817252758396
"438","36119",0.000414477874577518
"439","36071",0.00956090595256501
"440","06025",0.210680072624083
"441","51019",0.000553909387292178
"442","01001",0.00206991000064752
"443","53009",0.0124229796095216
"444","53071",0.140880309684649
"445","51089",0
"446","53007",0.19647739360956
"447","53025",0.261649367312316
"448","53057",0.0518827090679107
"449","53037",0.0748805018049361
"450","01107",0
"451","53043",0.115651554583066
"452","33015",0.00146655581720674
"453","33007",0.00126068844551633
"454","32031",0.00256008355726942
"455","31071",0
"456","31155",0.024226835402646
"457","31089",0.0390789782912521
"458","31183",0.0108173076923077
"459","24039",0.00933562063659101
"460","24037",0.000748578176622872
"461","21111",0.000144397574593418
"462","22051",0
"463","51159",0
"464","51133",0.00823884313222866
"465","51057",0.017444806105474
"466","21135",0
"467","22031",0
"468","22029",0.0230301897126853
"469","22111",0
"470","21007",0.00981462012178586
"471","51103",0
"472","21133",0
"473","23003",0.0430584187867944
"474","21121",0
"475","21167",0
"476","21179",0
"477","21125",0.000287658228539735
"478","21097",0
"479","21029",0
"480","51143",0.00587432638114499
"481","21217",0
"482","51099",0.0058705887562065
"483","21159",0
"484","21123",0.0145710424910601
"485","22109",0.000711276742595075
"486","24001",0
"487","24003",0.000150663720863608
"488","24029",0.0250434215886925
"489","24013",0.0045044645964874
"490","25009",0.0018938822065474
"491","25013",0.0026789830445342
"492","24047",0.00201532915595609
"493","25025",4.99941571083369e-05
"494","37127",0.0191756549508811
"495","37099",0.00391437145348394
"496","37115",0.000793940159748399
"497","37079",0.0422811401763539
"498","37147",0.00427613470368903
"499","42101",6.70539674502492e-05
"500","42049",0.00399386599955462
"501","42091",0.00056395400487726
"502","42079",0.000661102086195672
"503","42095",0.00137266853937157
"504","42043",0.000466355547243518
"505","42071",0.00467290997306896
"506","42013",0.000322082191963775
"507","42035",0.0146865591750246
"508","42055",0.0097208200557671
"509","42067",0.00580501493923761
"510","44007",0.00105414772025597
"511","42051",0.00135301923970035
"512","44009",0.0049683234495735
"513","55061",0.0396574886501195
"514","55011",0.0121030056173925
"515","48213",0.00729639177236368
"516","48037",0.00028377638686457
"517","48331",0.0047443175279742
"518","48315",0
"519","48081",0
"520","48475",0
"521","48163",0.0242011640077776
"522","48313",0
"523","48083",0.000615006150061501
"524","48289",0.000980135912179822
"525","48005",2.6421475375185e-05
"526","40143",0.00140929673286769
"527","40089",0.000161030595813205
"528","40113",0
"529","40087",0.00553727564437564
"530","40141",0.0298176402506394
"531","40095",0.0057435503358958
"532","40077",0
"533","40055",0
"534","40151",0
"535","41047",0.0701957878555076
"536","41057",0.0047308773921946
"537","41065",0.149871985246876
"538","41043",0.050870550087116
"539","41021",0.0267539502020387
"540","41063",0.0183293070107235
"541","41017",0.0046421411727887
"542","01119",0
"543","05039",0
"544","05013",0
"545","05081",0
"546","05029",0.00519224548860983
"547","16087",0.065015056982963
"548","05003",0.0106275071056045
"549","05103",0
"550","05019",0
"551","05073",0.00627769571639586
"552","05063",0.000653084095109803
"553","05147",0.127163458346338
"554","05093",0.0229215149566679
"555","06003",0
"556","05091",0.00178111028793902
"557","05095",0.0537886671279262
"558","05017",0.10395733681461
"559","16081",0.0289176396499389
"560","48477",0.00240416795668894
"561","48075",0.0415345771601878
"562","48487",0.0190687708128026
"563","48333",0.0184900501429808
"564","48411",0.00235760140842566
"565","48419",0.00254491994060837
"566","48105",0
"567","48051",0.0195637518281571
"568","55111",0.0022348429024413
"569","55003",0
"570","55023",0.0180727212298284
"571","55037",0
"572","55051",0
"573","30093",0
"574","30037",0
"575","30083",0.00328054298642534
"576","30059",0
"577","30047",0.0111555086720717
"578","30061",0
"579","30015",0.0747909887317946
"580","49043",0
"581","49003",0.00874281850914533
"582","49051",0.00114485418173054
"583","49005",0.00130258420898516
"584","49001",0.015052359240561
"585","49047",0.00220486553355777
"586","49019",0
"587","01025",0
"588","01039",0.00441659459857232
"589","01099",0.00198174061542876
"590","01005",0.00864197984868595
"591","01085",0.0237837605849941
"592","01051",0.00065590312815338
"593","36075",0.00756033774633598
"594","36069",0.00408258737360245
"595","36117",0.0598784734032934
"596","36051",0.00984937169774911
"597","36027",0.00499304971486973
"598","36077",0.00123842738279584
"599","36113",0.000905711495447815
"600","36009",0.00326872428694956
"601","48113",0.000349717317162484
"602","48085",0.000623806180020858
"603","48453",0.000469489309997173
"604","48181",0.00271407956478784
"605","48141",0.0016855034088349
"606","48039",0.00352023068285874
"607","48409",0.017374056441967
"608","48199",0.000603473035230618
"609","06101",0.144254641293709
"610","06027",0
"611","06109",0.000332695666638942
"612","36013",0.00884260373829462
"613","06011",0.22554279275421
"614","06057",0.00274084149793639
"615","36017",0.00689346075934558
"616","06015",0.0231872568672929
"617","08005",0.00019174058293644
"618","12095",0.00329899549705855
"619","12101",0.00311741437471374
"620","12071",0.00518780827604294
"621","12105",0.00845385996743728
"622","08051",0.00167876475434318
"623","09011",0.00656237550649969
"624","10001",0
"625","11001",0
"626","08113",0
"627","12009",0.000597295682140693
"628","12097",0.00174389037071326
"629","12063",0.012414077697717
"630","12017",0.00195926248667173
"631","12015",0.00537213649705644
"632","42089",0.00243586357100873
"633","12049",0.102815771153722
"634","12077",0
"635","12013",0.0482028747688631
"636","12047",0.0686608659562166
"637","12129",0
"638","29095",0.00104627622683295
"639","29033",0.0757396990761842
"640","29029",0
"641","29123",0
"642","29023",0.00979375384692416
"643","29103",0
"644","29171",0.040856426015095
"645","29157",0.00408527755258737
"646","29003",0.0218802901946811
"647","25017",0.0019829009447666
"648","26003",0
"649","26063",0.0294471988467808
"650","26129",0.00148478099480327
"651","26109",0
"652","26073",0.00376935500170893
"653","26055",0.00255300355395782
"654","26013",0
"655","26141",0.0235877309034672
"656","48063",0
"657","48115",0.126932697238829
"658","48287",0
"659","27075",0
"660","72147",0
"661","72047",0.0193487206944668
"662","72141",0.0726032392410589
"663","72031",7.6137375251839e-05
"664","72039",0.0637441487999905
"665","72033",0
"666","04009",0.0231644485406866
"667","04007",0
"668","04021",0.0163121420572973
"669","15009",0.0126748995000714
"670","15007",0.00131806199436415
"671","16039",0.0319293723998941
"672","27137",0.00047116887432765
"673","27061",0
"674","27145",0.00130061709380581
"675","27103",0.00141761851695679
"676","27127",0.0188709821996666
"677","27097",0.00737150024213291
"678","27089",0.0691342469438583
"679","27147",0.0130912974169505
"680","27031",0
"681","27011",0.00882687817395794
"682","38105",0
"683","38019",0.0375959975072276
"684","22069",0.000639573285218012
"685","22063",0
"686","22099",0.00638846583735967
"687","22015",0
"688","22127",0
"689","22079",0.0111622398482333
"690","22091",0
"691","22115",0
"692","22001",0.00760391118502413
"693","22045",0.0154369121954795
"694","22025",0.0246554553531922
"695","22047",0.0115911174906402
"696","38099",0.138073852951159
"697","38071",0.0170442187384644
"698","38031",0
"699","38085",0.0250095159002042
"700","54013",0
"701","54007",0
"702","22081",0
"703","28045",0
"704","48407",0
"705","48387",0.0103785403177743
"706","48055",0.00258312949117854
"707","45035",0.000983545549550623
"708","45083",0.00134775706107022
"709","45073",0.000164011246485473
"710","45047",0
"711","45079",0.00130610291059296
"712","45031",0.00540322557950498
"713","45057",0.000630133528846366
"714","45055",0.000152853260869565
"715","45049",0.0144075208618476
"716","45067",0.00732887592054957
"717","21065",0
"718","22055",0.000477163093067452
"719","47003",0.00016836276563903
"720","47035",0.000656221868533148
"721","47053",0.0104203981077418
"722","47159",0
"723","47165",0.000402798103113936
"724","47149",0.000564621222284194
"725","46123",0.034889887524584
"726","46093",0
"727","46071",0
"728","46075",0
"729","47065",0.000134286222162286
"730","47089",0
"731","47005",0
"732","47185",0
"733","47041",0.0289511329521045
"734","47001",0
"735","47029",0.00617841222142264
"736","47145",0
"737","47009",0.000795636312665503
"738","47147",0.00783320793035936
"739","47141",0
"740","47043",0
"741","47011",0.00542910240275726
"742","46085",0.0533841411149284
"743","47091",0
"744","20001",0
"745","47135",0
"746","47183",0.00562710913490408
"747","47143",0.007109164623546
"748","47127",0
"749","47175",0
"750","56033",0.00203702628006209
"751","56003",0.0383357887090708
"752","54107",0
"753","54059",0
"754","54011",0
"755","54067",0
"756","54083",0
"757","54003",0.00627734121313452
"758","54053",0
"759","54041",0
"760","54073",0
"761","54027",0.00718794665475035
"762","13219",0.0130437017544916
"763","13237",0.00163098878695209
"764","04012",0.0606835137636751
"765","13201",0.068101848302813
"766","51149",0
"767","51157",0.0284882839253319
"768","51067",0
"769","51087",5.54682721483312e-05
"770","51017",0
"771","51141",0.0123400103214076
"772","51177",0
"773","51037",0.00417987722525376
"774","51109",0
"775","51101",0.00366290594311605
"776","51033",0.00725764336505041
"777","51181",0.0014350143501435
"778","51678",0
"779","13135",0.000423026934252009
"780","13103",0.00210927769042493
"781","13067",2.11919438278714e-05
"782","13089",1.02454435718224e-05
"783","13153",0.00148367794438787
"784","13229",0.0147141426432606
"785","13077",0.000592734942750785
"786","13317",0
"787","13217",0.000159002785006541
"788","13019",0.0616409671178669
"789","19195",0.00219178082191781
"790","19029",0.00790213464377186
"791","20169",0.00101504742473116
"792","21203",0
"793","21193",0
"794","21069",0
"795","21183",0.00476294448698861
"796","21175",0
"797","20105",0.0194874352003998
"798","21063",0
"799","17097",0.000804694180758992
"800","39035",0.000367240670368046
"801","39075",0.00356626041731853
"802","39095",0.00104508648491962
"803","06071",0.00225474051358135
"804","06041",0.00208854458390058
"805","36053",0.0127798877411031
"806","36029",0.00113964703349948
"807","06063",0.00636844282013935
"808","06079",0.0522456726451445
"809","36103",0.00447457182472128
"810","06009",0.0142606540914403
"811","36065",0.00134123483668821
"812","08035",0.00114024046280207
"813","12057",0.00767260284967513
"814","12117",0.00103581786992551
"815","09003",0.00222595430728084
"816","12055",0.0722339035006691
"817","08013",0.00251053915686354
"818","12031",0.00102851536704551
"819","12107",0.0187668626677042
"820","08093",0
"821","08055",0.00447470817120623
"822","12109",0.00479578499686741
"823","42045",0.000268241519765162
"824","42111",0.0013541041487918
"825","42103",0
"826","42027",0.000895037812117875
"827","44003",0.00115021022810507
"828","55059",0.0029122962521282
"829","30027",0.000427228709769296
"830","30081",0.0123809965758852
"831","30049",0.000900301428446354
"832","30087",0
"833","30001",0.0167278361805295
"834","30013",0.00314827330068151
"835","30007",0.00680580762250454
"836","30055",0
"837","49057",0.00146648787438746
"838","49049",0.00262139554612732
"839","49017",0
"840","01003",0.00744479596590884
"841","13079",0.267667371219267
"842","13001",0.0198692247735643
"843","28007",0
"844","13283",0
"845","48073",0.0330698169013163
"846","34029",0.000654717694769569
"847","34033",0.0299709000501289
"848","35039",0.00093900911223854
"849","35043",0.0029710070022013
"850","28149",0.000663121121268407
"851","35021",0
"852","01129",0
"853","53061",0.00472884371239732
"854","51015",0.00622140680551004
"855","53055",0.0155628353032175
"856","51031",0
"857","53063",0.00747893383319806
"858","51051",0
"859","51195",0
"860","53015",0.0108786827111826
"861","33009",0.000842319665115202
"862","32019",0.0348767496951076
"863","24017",0
"864","21095",0
"865","21047",0.0042128642484814
"866","23013",0.00768170569024622
"867","23015",0.00449122428899348
"868","22035",0.133432151513189
"869","21027",0.00144374221741889
"870","21127",0
"871","21151",9.92702073411843e-05
"872","21231",0.0027533019254888
"873","51191",0.000246742992499013
"874","24025",0.00132143809559577
"875","24015",0.0199983223184423
"876","37089",0.0212789435459305
"877","37027",0.00206554166087972
"878","37133",0.00169520840422885
"879","37067",0.000398297837398925
"880","37193",0.0021296609778686
"881","37111",0.00130498196054349
"882","37117",0.0207585822815499
"883","37059",0.00103900637011019
"884","37103",0.00693160813308688
"885","32015",0.00313336123568703
"886","28047",0
"887","28029",0
"888","28011",0.0312810052774731
"889","28033",0.00118739765142586
"890","28103",0.00863055537321148
"891","28083",0.0196198431741126
"892","28137",0.00910536848394482
"893","48311",0
"894","16043",0.0773242196941121
"895","16035",0
"896","16029",0.0338094759788008
"897","16059",0.0034546388954074
"898","16083",0.0220195001335325
"899","16003",0
"900","16031",0.0579087928929123
"901","48229",0.158308438791316
"902","50009",0
"903","29113",0.00887373278854237
"904","29013",0.0261476466762509
"905","29205",0.0134559583535076
"906","26115",0.0078075908672066
"907","26125",0.00113596062821848
"908","26099",0.00364693298395016
"909","26103",0.00324950792906027
"910","18023",0.00977828389035027
"911","48449",0
"912","72095",0
"913","27053",0.000764300664772518
"914","27071",0
"915","27013",0.00250468347351089
"916","27015",0.00392093930799854
"917","27073",0.0114359631686758
"918","37053",0.00337242786428031
"919","38017",0.00349172335673898
"920","37177",0
"921","48395",0.0051011752814762
"922","22013",0
"923","22037",0.000812347684809098
"924","22053",0.00395501136053154
"925","22039",0.00232511805171281
"926","22009",0.0138216638634763
"927","38055",0.0188397709916092
"928","54093",0
"929","48501",0.0914519214953992
"930","28161",0
"931","16041",0.00626212718775294
"932","50021",0.000948403619762872
"933","51163",0
"934","51145",0.00529037619863337
"935","51035",0.00357891029763542
"936","51630",0
"937","51005",0
"938","02070",0
"939","02050",0
"940","02185",0
"941","02188",0
"942","31117",0
"943","78030",0
"944","23007",0.00548798255062592
"945","08037",0.000360072917756394
"946","08091",0
"947","08027",0
"948","31103",0
"949","08111",0
"950","02150",0
"951","01101",0
"952","51063",0.0436541063305874
"953","51167",0
"954","51047",0.0130187319880898
"955","53041",0.0172719597694459
"956","51003",0.0139145465085844
"957","13195",0
"958","13039",0
"959","13033",0.00934958871358044
"960","13127",0.000356796786232176
"961","13185",0.00246327686299482
"962","13105",0
"963","37165",0.0051308189012477
"964","19045",0.00225472141964563
"965","19147",0.0227854826117012
"966","18173",0.00218871449129285
"967","18019",3.78859632506156e-05
"968","19063",0.00804290123480024
"969","20081",0.0745167929162535
"970","21115",0
"971","21155",0
"972","17043",0.000750493938911923
"973","17153",0.0339928514984517
"974","17165",0.0035480295699012
"975","39049",0.000353044404039596
"976","06067",0.00494538874010722
"977","06073",0.00629541927610412
"978","06089",0.00519331183991617
"979","36045",0.00286117066652988
"980","36105",0.00141547991011126
"981","36031",0.00751709843846547
"982","36107",0
"983","48245",0.00054915302315748
"984","48499",0.00206892642557533
"985","48373",0
"986","48427",0
"987","48157",0.00119886626302034
"988","48467",0.0305941876585383
"989","48465",0
"990","48481",0.085873049530753
"991","48103",0
"992","48035",0.00619277166633918
"993","48127",0
"994","48175",0
"995","40027",0.00227909300388856
"996","40145",0.00681082772326041
"997","40079",0.00662820754696446
"998","40067",0
"999","41041",0.00119082263427212
"1000","41033",0.0203097258195275
"1001","41067",0.00982087088280962
"1002","06051",0.00404018410597564
"1003","05075",0.0373463991872789
"1004","05057",0
"1005","05131",0
"1006","06091",0
"1007","16033",0.145991425447391
"1008","48007",0
"1009","48393",0
"1010","48399",0.014847469422723
"1011","48015",0.00044271294492651
"1012","45003",0.00123154365107105
"1013","45019",0.000640142317324589
"1014","45041",0.000414802768927924
"1015","45077",0.000928613871090918
"1016","45075",0.0153091216907259
"1017","21229",0
"1018","47105",0.0102029816486015
"1019","47157",0.000349883395144894
"1020","47025",0
"1021","47121",0
"1022","47063",0.000508222310959451
"1023","47073",0
"1024","46009",0.0297988356400943
"1025","46057",0.0179781725673319
"1026","20101",0.132973592576584
"1027","56013",0.00111762368368766
"1028","54039",0
"1029","54033",0
"1030","54045",0
"1031","16049",0
"1032","12065",0.0781377030054748
"1033","12007",0.0011937606012625
"1034","29183",0.00110815299543034
"1035","29195",0.031237518816597
"1036","29143",0.0508796038342821
"1037","37017",0.0240382170756872
"1038","42127",0.00110691959664701
"1039","42133",0.00362447133995476
"1040","42063",0.00871398509945173
"1041","44005",0.00375789673118373
"1042","55057",0.013078970256747
"1043","48001",0.0024415571618281
"1044","48025",0
"1045","48401",0.000284138361532814
"1046","48233",0.00167224535750243
"1047","40133",0
"1048","41039",0.00920833865357056
"1049","05119",0.000304508030553985
"1050","05139",0
"1051","05045",0.000742546497154304
"1052","05109",0
"1053","05021",0.0854739487901328
"1054","05121",0.00863886989128287
"1055","27021",0
"1056","27173",0.0110819288198781
"1057","16073",0.0264243299630878
"1058","37143",0.0326803556745991
"1059","38077",0.0396226494027365
"1060","38045",0.0721683215404424
"1061","38059",0.00225776106476026
"1062","54063",0
"1063","54057",0
"1064","28049",0.000692275327103856
"1065","45005",0.0219199924357129
"1066","22033",0.000102612885521887
"1067","47033",0.0200414259309455
"1068","47081",0.000363372093023256
"1069","47093",0.000613661419432418
"1070","47013",0
"1071","47181",0
"1072","46083",0.00159151098753649
"1073","46117",0.00564588979223126
"1074","47057",0
"1075","47019",0
"1076","46041",0.00576016576016576
"1077","20129",0.0258435250238529
"1078","54099",0
"1079","54085",0
"1080","56035",0
"1081","54065",0.00715061358402493
"1082","51073",0
"1083","51036",0.0593987672534839
"1084","51595",0
"1085","28051",0.0483165375261056
