"","GEOID","perc_over65"
"2684","48251",14
"2685","48035",25.3
"2686","42107",20.8
"2687","46029",19
"2688","47083",20
"2689","48081",27.5
"2690","34039",14.8
"2691","39085",21.1
"2692","37037",24.9
"2693","38025",18.6
"2694","48217",20.3
"2695","48363",20
"2696","48335",14.7
"2697","48189",14
"2698","48159",22.1
"2699","48101",26
"2700","53043",25.8
"2701","55081",17.6
"2702","02164",10
"2703","40059",20.4
"2704","47069",18.6
"2705","53039",24.9
"2706","48171",29.7
"2707","48093",23.7
"2708","48049",20.6
"2709","48267",31.4
"2710","48429",19.7
"2711","48235",21.7
"2712","48065",21.9
"2713","48129",26.9
"2714","39103",19.2
"2715","39091",19
"2716","39175",20.3
"2717","69120",NA
"2718","72067",29.8
"2719","39107",18.6
"2720","40009",14.6
"2721","42007",22.2
"2722","27081",24.2
"2723","39129",16.1
"2724","39121",27.3
"2725","40039",14.3
"2726","39057",18.2
"2727","39127",17.9
"2728","40121",19.9
"2729","72123",21.8
"2730","72087",21.7
"2731","28023",21.7
"2732","29149",22.8
"2733","29005",25.2
"2734","31095",24.7
"2735","56025",16.4
"2736","69085",NA
"2737","72059",23
"2738","18101",20.5
"2739","40119",13.1
"2740","40011",19.6
"2741","40005",18.8
"2742","46115",23.9
"2743","72057",20.3
"2744","12085",31.8
"2745","32005",31.6
"2746","17089",15
"2747","21207",20.6
"2748","27151",23.5
"2749","29229",19.8
"2750","31151",15.5
"2751","46059",24.7
"2752","46025",23.4
"2753","46097",25.2
"2754","46021",28.4
"2755","13053",3.3
"2756","17033",19.5
"2757","18141",16.5
"2758","17107",19.1
"2759","29059",20.8
"2760","31063",25.4
"2761","51775",19.5
"2762","18087",14.2
"2763","22003",14.4
"2764","23019",19.8
"2765","26045",19.6
"2766","05033",17.5
"2767","19193",15.5
"2768","01125",13.7
"2769","31145",21
"2770","31033",21.4
"2771","26059",20.8
"2772","19157",21
"2773","26087",19.5
"2774","26077",15.8
"2775","26165",20.2
"2776","27005",22.2
"2777","08021",20.4
"2778","29155",17.8
"2779","36019",18.3
"2780","48181",17.9
"2781","51700",13.7
"2782","16011",14.8
"2783","17087",20.4
"2784","17123",23.6
"2785","35019",20.6
"2786","36123",21.9
"2787","28097",22.4
"2788","37077",17.3
"2789","40151",17.4
"2790","51550",14.1
"2791","51510",12.6
"2792","53051",27
"2793","56041",16.6
"2794","17141",19.3
"2795","18063",14.7
"2796","18159",21.7
"2797","18049",20.1
"2798","28127",18.7
"2799","28117",17.4
"2800","28107",17.1
"2801","42073",23
"2802","29186",20.8
"2803","29510",14.9
"2804","55031",20.1
"2805","05071",16.8
"2806","18033",17
"2807","19151",23.4
"2808","19169",13
"2809","19013",17.5
"2810","19123",19
"2811","28037",21.1
"2812","28063",19.3
"2813","31087",26.1
"2814","31107",25.4
"2815","31043",13
"2816","55049",19.9
"2817","72099",20
"2818","19181",16.5
"2819","19087",19.4
"2820","19027",21
"2821","19121",18.1
"2822","19035",24.6
"2823","29141",23.6
"2824","30021",20.7
"2825","30025",20.2
"2826","31127",20.6
"2827","33011",16.7
"2828","72119",22
"2829","72107",19.3
"2830","20155",20.3
"2831","20109",21.1
"2832","20133",20.4
"2833","20079",20.9
"2834","20001",20.8
"2835","31053",19
"2836","31021",24.5
"2837","17183",20.1
"2838","17091",17.5
"2839","20021",19.7
"2840","72075",20.1
"2841","72069",25
"2842","20153",27.6
"2843","21009",17.9
"2844","31041",22.3
"2845","31045",19.4
"2846","31183",32.2
"2847","31117",21.6
"2848","20037",15.6
"2849","18165",20
"2850","20029",21
"2851","72061",24.9
"2852","72145",22.5
"2853","21143",25.3
"2854","21173",17
"2855","51021",24.5
"2856","51197",22
"2857","31067",21.9
"2858","17121",19.8
"2859","19071",23.6
"2860","72021",23.8
"2861","72083",22.9
"2862","21105",25.8
"2863","22007",20.1
"2864","51079",18.7
"2865","19155",18.4
"2866","19043",24.3
"2867","72105",22.3
"2868","72053",23.3
"2869","22061",14
"2870","22093",19
"2871","26143",33.8
"2872","27029",20.9
"2873","51760",13.6
"2874","51135",18.5
"2875","17037",13.6
"2876","27105",17.3
"2877","17199",19.6
"2878","17053",19.3
"2879","72081",22.9
"2880","72033",23.3
"2881","72117",27.1
"2882","27057",26.1
"2883","27141",12
"2884","51570",18.3
"2885","55027",18.5
"2886","55017",19.1
"2887","21053",20.2
"2888","01127",19.6
"2889","72073",19.4
"2890","08051",14.5
"2891","08039",18.1
"2892","27007",17
"2893","28145",16.5
"2894","28035",13.6
"2895","28031",17.6
"2896","55041",25
"2897","55033",16.4
"2898","40033",19
"2899","36027",18.6
"2900","13069",14.6
"2901","28061",21.3
"2902","29047",14.9
"2903","29225",15.7
"2904","29075",18.7
"2905","01081",12.9
"2906","08045",14.2
"2907","09015",19
"2908","48493",16.7
"2909","55115",21.8
"2910","18157",12
"2911","19171",20.4
"2912","13035",15.5
"2913","13117",12.5
"2914","29043",16.3
"2915","29003",20.6
"2916","12063",20.9
"2917","17077",16.3
"2918","19023",22.8
"2919","19067",22.7
"2920","19105",21.1
"2921","20085",19.6
"2922","20081",15.8
"2923","20195",26.5
"2924","13255",18.8
"2925","13043",18.3
"2926","29219",17.9
"2927","29053",19.1
"2928","29093",22.4
"2929","17001",20.1
"2930","30111",17.8
"2931","20033",28.9
"2932","21113",15.9
"2933","21191",17
"2934","13155",17.4
"2935","13287",19.3
"2936","30095",25
"2937","30103",22.6
"2938","30101",17.4
"2939","19005",22.7
"2940","21213",16
"2941","55025",14.7
"2942","21221",22.5
"2943","47139",20.7
"2944","47137",27.9
"2945","13109",17.2
"2946","13007",26.1
"2947","15005",25.6
"2948","31035",20.6
"2949","31167",20.2
"2950","31017",27.2
"2951","32021",27
"2952","39017",15.5
"2953","27055",23.2
"2954","16063",15.5
"2955","19075",20.8
"2956","19141",21.1
"2957","20135",24.6
"2958","28111",19
"2959","29137",24.7
"2960","29107",18.9
"2961","31039",21.3
"2962","20023",25.5
"2963","29001",15.2
"2964","31137",20.6
"2965","36035",20.4
"2966","47099",17.7
"2967","31147",24.4
"2968","17069",31.8
"2969","39033",20.8
"2970","40081",19.1
"2971","46129",23.2
"2972","48253",15.9
"2973","48417",20.2
"2974","42037",20.2
"2975","46015",20.3
"2976","27019",13.8
"2977","28091",18.8
"2978","28025",19.4
"2979","29035",20.1
"2980","31013",20.2
"2981","19007",23.4
"2982","21075",20.9
"2983","20169",18.5
"2984","51520",23.1
"2985","40007",19.4
"2986","50011",17.3
"2987","54051",23.2
"2988","55013",31.3
"2989","16053",13.3
"2990","51820",17.7
"2991","55069",23
"2992","01029",20.4
"2993","16045",22.7
"2994","37067",16.6
"2995","06035",16
"2996","12109",20.9
"2997","48385",35.9
"2998","40073",17
"2999","26113",21.4
"3000","35031",13.2
"3001","40037",18.3
"3002","37069",17.1
"3003","39141",17.5
"3004","46051",23.1
"3005","27045",21.8
"3006","29127",18.7
"3007","46003",20.9
"3008","18111",20
"3009","26005",17.8
"3010","47073",21.6
"3011","51081",16.2
"3012","08097",21.6
"3013","37097",16.4
"3014","42013",21.1
"3015","20189",17.1
"3016","20071",18.6
"3017","56011",22.3
"3018","18079",16.9
"3019","40093",21.1
"3020","72079",26.6
"3021","13257",20.5
"3022","23009",26
"3023","48255",14.9
"3024","26065",14.6
"3025","40031",13.4
"3026","18005",16.5
"3027","47171",23.1
"3028","53077",14.3
"3029","72121",24.9
"3030","08041",13.7
"3031","42121",24.2
"3032","46027",12.2
"3033","39137",18.3
"3034","08073",17.8
"3035","19137",22.8
"3036","20047",22.3
"3037","26129",27.1
"3038","35023",22.4
"3039","19115",19.8
"3040","13293",18.4
"3041","28071",13.3
"3042","29211",20.5
"3043","31139",19.6
"3044","31109",14.9
"3045","31175",24.7
"3046","37187",27.4
"3047","21015",14.5
"3048","31133",28.4
"3049","39009",14.7
"3050","72065",22.8
"3051","72149",20.6
"3052","72091",24.3
"3053","17083",20.1
"3054","17081",19.7
"3055","17041",18.5
"3056","41009",19.6
"3057","53069",32.3
"3058","50023",21
"3059","51610",14.7
"3060","41011",27.4
"3061","46109",20.6
"3062","72027",22.4
"3063","12035",31.1
"3064","13147",22.5
"3065","20183",28.8
"3066","18037",18.1
"3067","19127",18.5
"3068","20127",26.1
"3069","20185",21.8
"3070","55073",18.6
"3071","01067",23.3
"3072","17173",23.5
"3073","48505",13.5
"3074","50025",24.7
"3075","08105",22.1
"3076","05143",12.1
"3077","08061",21.7
"3078","35001",17.8
"3079","46013",17.6
"3080","47011",17.1
"3081","16075",19.3
"3082","29177",18.8
"3083","01031",17.1
"3084","22109",15.4
"3085","19153",13.7
"3086","48357",11.4
"3087","39113",18.3
"3088","37071",16.3
"3089","38079",13
"3090","48097",18.6
"3091","08087",15.8
"3092","12043",26.6
"3093","47129",18.9
"3094","48115",13.5
"3095","39145",18.5
"3096","29045",21
"3097","38019",27.3
"3098","49009",18.1
"3099","51013",11.6
"3100","39051",18.9
"3101","40045",23.4
"3102","02063",13.1
"3103","13095",17
"3104","13059",12.1
"3105","42001",21.3
"3106","27115",21.8
"3107","55117",19.1
"3108","13017",17.8
"3109","02060",13.8
"3110","26131",37.8
"3111","13037",16.8
"3112","33001",23.4
"3113","48381",15.7
"3114","48207",23
"3115","48281",20.5
"3116","48271",26.4
"3117","49039",14.4
"3118","13225",16.4
"3119","17061",20.4
"3120","19079",21.3
"3121","27135",18.5
"3122","28141",20.9
"3123","29227",25.6
"3124","31057",24.7
"3125","39157",19.9
"3126","39125",19
"3127","40061",20.3
"3128","54091",20.9
"3129","60030",NA
"3130","72135",16.6
"3131","72089",23.8
"3132","19179",18
"3133","20115",23.4
"3134","20163",23.4
"3135","21169",18.9
"3136","18173",18.5
"3137","17143",17.9
"3138","19187",19.7
"3139","20207",26.6
"3140","20053",23.7
"3141","21035",16.8
"3142","13093",22
"3143","16067",15.7
"3144","20063",23.5
"3145","22095",14.9
"3146","27165",20.2
"3147","28065",23.9
"3148","29025",20
"3149","19061",18.8
"3150","20157",26.4
"3151","21219",16.9
"3152","47051",20.5
"3153","48359",12.2
"3154","50003",23.8
"3155","29221",17.4
"3156","31121",21.2
"3157","31099",20.1
"3158","31097",18.4
"3159","31011",23.5
"3160","36121",19.8
"3161","21047",12.6
"3162","18093",20
"3163","18179",18.4
"3164","19041",21.9
"3165","55059",15.3
"3166","55095",21.9
"3167","55129",27.6
"3168","17111",15.9
"3169","20035",18.8
"3170","18009",22.1
"3171","39079",17.8
"3172","42057",22.2
"3173","45001",22.6
"3174","20143",20.6
"3175","20027",24.6
"3176","21081",14
"3177","53021",10.1
"3178","55085",27.5
"3179","05043",17.9
"3180","08079",29.7
"3181","17029",18.1
"3182","47089",20.3
"3183","20177",19
"3184","56001",13.1
"3185","13207",18.8
"3186","46119",23.8
"3187","48113",11.5
"3188","48083",26.2
"3189","72129",21.4
"3190","72011",22.7
"3191","47177",18
"3192","47169",12.6
"3193","48367",15.8
"3194","22069",16.8
"3195","27131",16.4
"3196","01053",18.8
"3197","48299",36.9
"3198","48047",18.2
"3199","72085",20.9
"3200","04011",14
"3201","48397",12.5
"3202","48059",20.8
"3203","48145",19.4
"3204","38041",26.2
"3205","04023",18.9
"3206","13055",18.3
"3207","17075",22.2
"3208","20009",20.6
"3209","49031",28.4
"3210","55039",19.3
"3211","05049",25.9
"3212","35013",16.8
"3213","37033",22.5
"3214","39169",18.6
"3215","39133",17.8
"3216","40047",16.6
"3217","06029",11.6
"3218","18143",17
"3219","56017",26.6
"3220","72019",18.6
"3221","40105",19.9
"3222","44003",19.9
"3223","28041",14.5
"3224","42011",17.7
"3225","46005",18.3
"3226","27159",20.1
"3227","01079",18.8
"3228","48231",15.6
"3229","72013",23.4
"3230","72095",25.6
"3231","31161",27.2
"3232","17119",18
"3233","28155",18.7
"3234","29161",16.8
"3235","29007",18.6
