"","GEOID","perc_over65"
"1388","05029",19.6
"1389","51019",22.7
"1390","51685",9.6
"1391","54067",23.6
"1392","16079",22.8
"1393","06077",13.3
"1394","24029",26.9
"1395","34003",17.8
"1396","39073",19.5
"1397","06027",24.4
"1398","37115",23.1
"1399","02158",6.4
"1400","27173",21
"1401","48481",17.9
"1402","48169",14.8
"1403","69100",NA
"1404","13209",17.4
"1405","17189",21.3
"1406","21031",19
"1407","51530",18.3
"1408","30003",13.7
"1409","36095",23.3
"1410","21217",17.8
"1411","12027",23.8
"1412","47041",18.8
"1413","45065",37.8
"1414","08053",34.4
"1415","21085",17.9
"1416","34027",17.8
"1417","51007",20.8
"1418","09007",21.6
"1419","20203",22.8
"1420","17071",26.7
"1421","16071",19.5
"1422","16055",19.7
"1423","17127",21.4
"1424","17157",20.8
"1425","12015",40.4
"1426","12059",20.2
"1427","12079",22.6
"1428","12003",15.1
"1429","13285",15.6
"1430","13233",15.5
"1431","17163",16.8
"1432","13047",18.2
"1433","13295",19.1
"1434","13131",18.7
"1435","13253",24.9
"1436","13061",31.3
"1437","17117",21.1
"1438","13045",14
"1439","17093",11
"1440","18029",18.7
"1441","18001",16
"1442","18151",21.3
"1443","18007",17.2
"1444","26017",21.3
"1445","26049",18.3
"1446","26021",20.8
"1447","17149",21.7
"1448","17013",24.6
"1449","17201",18.2
"1450","18043",17.1
"1451","19139",17.6
"1452","27035",23.8
"1453","17057",21.1
"1454","17025",20.8
"1455","18167",17
"1456","20209",13
"1457","17099",19.4
"1458","20005",17.7
"1459","36003",19.7
"1460","21111",16.9
"1461","40049",18
"1462","45053",22
"1463","26145",19.9
"1464","19145",23.8
"1465","18057",13.4
"1466","19085",19.7
"1467","26117",17.6
"1468","19177",23.2
"1469","26121",18
"1470","19119",18.9
"1471","26105",25.6
"1472","27047",22.8
"1473","20011",19.4
"1474","20043",19.4
"1475","20137",20.3
"1476","20117",22.4
"1477","20129",20.3
"1478","20175",10.4
"1479","26043",23.7
"1480","26157",21.5
"1481","26011",26.3
"1482","26127",21.8
"1483","26061",17.7
"1484","27133",20
"1485","46083",14.2
"1486","46099",13.6
"1487","46091",22.6
"1488","01103",17.9
"1489","21161",19.3
"1490","21141",18.8
"1491","25005",17.4
"1492","21185",14.1
"1493","36011",20.6
"1494","26033",19.1
"1495","01105",21
"1496","40143",14.9
"1497","01013",21.4
"1498","26027",22
"1499","32019",21.7
"1500","33013",19.3
"1501","46065",17.6
"1502","46049",24.4
"1503","46125",20.3
"1504","46111",20
"1505","72153",24.8
"1506","72009",24
"1507","09005",22.2
"1508","12081",28.2
"1509","35049",27.3
"1510","36069",21.5
"1511","46071",12.5
"1512","46063",20.1
"1513","72055",26.1
"1514","12115",37.3
"1515","12111",24.5
"1516","13073",14.7
"1517","13291",33.9
"1518","12099",24.6
"1519","36039",23.4
"1520","36037",19.6
"1521","36049",19.9
"1522","49041",16.7
"1523","50015",18.2
"1524","51033",16.4
"1525","51065",20.7
"1526","12005",18.2
"1527","13087",16.8
"1528","21225",19.6
"1529","39059",19.9
"1530","39147",18.7
"1531","37183",12.5
"1532","37081",15.6
"1533","51680",14.2
"1534","51183",19.1
"1535","51730",17
"1536","13281",36.3
"1537","13119",18.6
"1538","13149",17.4
"1539","39049",12.7
"1540","39153",19
"1541","37191",16.7
"1542","37151",18.1
"1543","37169",22.5
"1544","51690",17.1
"1545","51660",10.1
"1546","51620",19
"1547","54015",21.7
"1548","01075",22.2
"1549","01019",23.8
"1550","39173",16.2
"1551","39013",21.4
"1552","37197",20.7
"1553","38003",22.8
"1554","38101",13.7
"1555","54097",21.3
"1556","55055",18
"1557","55141",21.4
"1558","01077",20.2
"1559","01083",15.4
"1560","47061",20.7
"1561","47077",18.3
"1562","38061",13.1
"1563","38049",21.8
"1564","55133",19.9
"1565","55119",20.7
"1566","56031",26.2
"1567","56043",23.6
"1568","60040",NA
"1569","72113",24.5
"1570","01015",18
"1571","04019",21.2
"1572","47087",23.2
"1573","48135",9.8
"1574","48055",15.2
"1575","48445",15.1
"1576","39089",17.1
"1577","39165",15.3
"1578","39119",18.3
"1579","56019",26.7
"1580","72043",20.4
"1581","04017",19.6
"1582","05113",22.5
"1583","05031",13.7
"1584","48497",15.4
"1585","48069",16.8
"1586","48309",15.1
"1587","39139",19.8
"1588","39163",18.8
"1589","39027",18.1
"1590","39115",22
"1591","72111",19.1
"1592","72147",24.4
"1593","05027",17.3
"1594","08007",27.7
"1595","08081",16.1
"1596","08009",25
"1597","48331",21.4
"1598","48091",18.6
"1599","48183",15.8
"1600","39131",18.4
"1601","40063",18.7
"1602","40019",16.9
"1603","40137",20.4
"1604","72031",24.2
"1605","72125",27
"1606","08115",24.5
"1607","01021",16.9
"1608","21163",15.1
"1609","48195",13.9
"1610","48353",20.1
"1611","48031",25.6
"1612","48297",20.2
"1613","48179",16.4
"1614","48123",19.9
"1615","40099",20.2
"1616","40057",20.2
"1617","40029",21
"1618","72035",23.1
"1619","72071",21.8
"1620","72041",20.2
"1621","72007",22.3
"1622","48285",23.5
"1623","48247",8.4
"1624","48045",28
"1625","48383",9.3
"1626","48283",21.9
"1627","48205",16.5
"1628","48033",13.6
"1629","41067",14.3
"1630","41071",18.3
"1631","72003",22.3
"1632","72143",20.4
"1633","72101",18.6
"1634","72109",25.2
"1635","29017",20.7
"1636","29139",20.4
"1637","29179",23.3
"1638","30019",28.9
"1639","41069",36.3
"1640","42019",20.1
"1641","72151",24.2
"1642","72131",25.5
"1643","72017",21.1
"1644","72137",21.7
"1645","72005",23.6
"1646","31037",13.5
"1647","31155",18.2
"1648","42025",22.1
"1649","42079",19.9
"1650","72133",17.5
"1651","72025",22.1
"1652","72051",19.2
"1653","72093",25.9
"1654","31047",16.4
"1655","31059",23.8
"1656","31123",21.3
"1657","31181",22.5
"1658","42087",21.8
"1659","42053",24
"1660","72063",17.4
"1661","72001",22.1
"1662","38065",25.8
"1663","08103",16.9
"1664","08075",18.6
"1665","31179",16.3
"1666","31073",25.2
"1667","31069",31.9
"1668","45037",19.6
"1669","45039",23.1
"1670","72047",20.2
"1671","72045",20.7
"1672","72029",18.9
"1673","19019",18.3
"1674","19073",24.4
"1675","19077",23.5
"1676","19029",23.2
"1677","19047",18.1
"1678","19117",21.6
"1679","29067",25
"1680","29151",17.8
"1681","29121",21.9
"1682","39099",22
"1683","40001",15.8
"1684","05125",18.2
"1685","05137",27.8
"1686","19091",21.4
"1687","19099",19.4
"1688","19009",25
"1689","19003",24
"1690","19093",22.1
"1691","29061",21.2
"1692","29049",18.4
"1693","29063",18.7
"1694","40041",25.3
"1695","40115",18.1
"1696","41025",25.7
"1697","05051",24.3
"1698","05101",27
"1699","05109",20.5
"1700","06063",29.8
"1701","08001",11
"1702","08047",20.1
"1703","20087",19.4
"1704","20205",22.5
"1705","20111",15.8
"1706","20167",25.8
"1707","20057",11.3
"1708","29071",18.5
"1709","29167",18.1
"1710","29055",20.7
"1711","41041",31.1
"1712","41057",27.4
"1713","08095",18
"1714","08121",21.9
"1715","12019",16.8
"1716","20197",21
"1717","20061",8.7
"1718","20105",24.9
"1719","27011",26.5
"1720","27017",18.2
"1721","41027",17.7
"1722","42117",23
"1723","42123",24.2
"1724","45073",24.2
"1725","12067",20.1
"1726","13057",15.4
"1727","20017",24
"1728","20083",20.9
"1729","21157",22.1
"1730","21211",16.8
"1731","28059",16.9
"1732","28057",17.7
"1733","46101",20
"1734","47131",20.5
"1735","13129",15.4
"1736","13231",16
"1737","21073",18.4
"1738","21199",19.3
"1739","21215",15
"1740","28093",18.6
"1741","29145",18.7
"1742","47067",22.4
"1743","47103",19.6
"1744","48321",17.9
"1745","13011",17.1
"1746","13167",20
"1747","21077",15.5
"1748","21201",18.8
"1749","29133",18.3
"1750","29163",18.8
"1751","48337",21.8
"1752","48077",22.7
"1753","48295",18.9
"1754","13299",17.1
"1755","13085",19.5
"1756","13227",22.4
"1757","21087",22.3
"1758","21045",20.2
"1759","29081",22.3
"1760","29217",20.4
"1761","30041",15.9
"1762","48079",16.8
"1763","48487",18.9
"1764","48117",13.3
"1765","49053",22.1
"1766","13125",18.2
"1767","13273",20.3
"1768","21039",19.9
"1769","22089",14.9
"1770","31135",23.4
"1771","31083",26.9
"1772","31055",13.8
"1773","49021",13.4
"1774","50005",22.5
"1775","50001",22
"1776","13173",14.5
"1777","13169",18.1
"1778","22049",20.6
"1779","23001",18.5
"1780","26067",15.4
"1781","31065",25.5
"1782","31051",21.2
"1783","32007",12.7
"1784","51650",16.1
"1785","51169",25
"1786","13199",20.9
"1787","26025",18.2
"1788","26015",19
"1789","26075",18.6
"1790","27147",18.7
"1791","32013",16.1
"1792","33005",21.6
"1793","34005",17.9
"1794","35003",44.5
"1795","51740",15.2
"1796","51735",19.7
"1797","13177",13.7
"1798","15007",21.8
"1799","27003",15
"1800","27143",19
"1801","27041",23.9
"1802","35025",11.2
"1803","35035",17.2
"1804","36015",19.9
"1805","53063",17
"1806","54061",13.1
"1807","16065",5.3
"1808","17109",19.3
"1809","27059",16.8
"1810","27093",20.8
"1811","27083",17.1
"1812","28081",15.4
"1813","28133",14.8
"1814","36007",19.9
"1815","36055",18.3
"1816","54029",24.1
"1817","55093",16.1
"1818","17021",19.7
"1819","17135",21
"1820","17191",21.9
"1821","28015",24.5
"1822","28125",18.8
"1823","28069",21.4
"1824","37171",20.6
"1825","37045",18.7
"1826","55061",21.5
"1827","55045",19.8
"1828","55091",23.9
"1829","18053",18.9
"1830","18085",17.5
"1831","18045",19.7
"1832","18103",18
"1833","28077",18.1
"1834","28129",20.7
"1835","29083",22.3
"1836","29187",16.9
"1837","38081",22.7
"1838","38023",24.6
"1839","38009",24.8
"1840","56037",14.1
"1841","56015",23.4
"1842","05115",16.1
"1843","18131",20.9
"1844","18095",18.6
"1845","18055",19.9
"1846","18073",18.2
"1847","29089",19.9
"1848","29077",16.9
"1849","29223",24.3
"1850","39001",18.5
"1851","39081",22.1
"1852","05149",17.6
"1853","05059",19.7
"1854","18121",20.2
"1855","18117",20.3
"1856","19031",20.6
"1857","19049",12.5
"1858","18105",14.2
"1859","19001",22.2
"1860","19037",22.1
"1861","20179",23.2
"1862","20051",15.5
"1863","50017",22.8
"1864","50007",16.3
"1865","54059",21.4
"1866","13071",15.4
"1867","13235",23.2
"1868","13243",21
"1869","17063",14.6
"1870","17139",19
"1871","18113",16.5
"1872","18015",20.4
"1873","20139",20.6
"1874","20065",25.9
"1875","20123",22.8
"1876","20145",22.1
"1877","20055",11.5
"1878","20187",13.5
"1879","50021",24
"1880","13091",19.2
"1881","13165",20.8
"1882","18011",14.6
"1883","18149",19.9
"1884","47179",18.6
"1885","20031",22
"1886","20041",20.7
"1887","20193",17.9
"1888","20067",13.2
"1889","20049",28.2
"1890","51035",25.6
"1891","51810",15.4
"1892","31071",27.6
"1893","31009",34
"1894","31007",28.8
"1895","31149",25.6
"1896","32001",19.5
"1897","47017",19.9
"1898","47113",17.6
"1899","47071",23.2
"1900","20159",19.6
"1901","20025",23.8
"1902","20141",26.3
"1903","21227",13.2
"1904","51590",20.9
"1905","51115",32.3
"1906","32510",20.8
"1907","32029",39
"1908","35061",18.5
"1909","47043",16.6
"1910","21149",19.8
"1911","21001",19.6
"1912","51800",15
"1913","51025",21.9
"1914","35057",22.1
"1915","35047",24.4
"1916","35005",16.2
"1917","47007",20.3
"1918","47153",21.1
"1919","21137",18.9
"1920","21021",18.7
"1921","51043",21.8
"1922","53013",29.7
"1923","35028",18.2
"1924","36001",17.8
"1925","54009",24.5
"1926","54089",26.8
"1927","21129",19.1
"1928","21233",17.8
"1929","54055",22.6
"1930","54077",20
"1931","37001",16.9
"1932","37063",14
"1933","54035",21
"1934","55127",19.2
"1935","21171",18.4
"1936","21091",18
"1937","54069",22.3
"1938","05053",18.1
"1939","37035",18.4
"1940","37109",19
"1941","55089",21
"1942","55009",15.9
"1943","46135",20.5
"1944","46053",25.8
"1945","05083",20.2
"1946","05129",25.7
"1947","06005",27.2
"1948","08089",21
"1949","38015",17.4
"1950","55083",22
"1951","55071",21.7
"1952","46121",7.8
"1953","46039",21.9
"1954","46011",13.3
"1955","08101",19.4
"1956","08003",14.8
"1957","08011",18.8
"1958","38057",21.9
"1959","38091",28.8
"1960","38083",31.7
"1961","55065",19.8
"1962","55125",31.2
"1963","55109",15.3
"1964","46081",24.1
"1965","46031",12.9
"1966","08014",15.1
"1967","12049",16.3
"1968","12077",13.8
"1969","13161",15.6
"1970","13197",21.3
"1971","56045",21.4
"1972","05047",20.3
"1973","05123",17.6
"1974","47181",19.3
"1975","13175",18.1
"1976","13081",19.4
"1977","13003",13.6
"1978","01007",17
"1979","38011",23.8
"1980","27117",20.6
"1981","29091",19.9
"1982","47115",20.5
"1983","47095",15.8
"1984","13247",15.4
"1985","13015",14.5
"1986","17169",25.2
"1987","16047",18.2
"1988","29209",31.3
"1989","31061",27.9
"1990","17015",24
"1991","47125",9.8
"1992","47161",21
"1993","13097",12
"1994","13321",20.1
"1995","16037",36.1
"1996","17005",18.3
"1997","17187",19.6
"1998","17145",19.8
"1999","17065",22.2
"2000","20015",15.9
"2001","18047",19.7
"2002","19173",22.6
"2003","19109",25
"2004","48489",14.6
"2005","48479",10
"2006","48201",11.4
"2007","48165",9.4
"2008","48369",15
"2009","13063",10.3
"2010","13211",20.3
"2011","17159",20.5
"2012","17079",20.5
"2013","17049",18.3
"2014","20125",19.9
"2015","20039",29.3
"2016","20089",30.6
"2017","18059",17.2
"2018","48147",17.8
"2019","48111",9.6
"2020","50019",23.3
"2021","13005",16.8
"2022","13187",18.2
"2023","18099",18.3
"2024","19133",23.8
"2025","19051",17.8
"2026","19065",22.1
"2027","19015",19.6
"2028","19183",19.8
"2029","19113",16.9
"2030","19039",19.7
"2031","41063",29
"2032","41059",16.2
"2033","33003",30.1
"2034","33019",23.1
"2035","35009",12.8
"2036","19097",21.7
"2037","26073",13.7
"2038","19059",27.6
"2039","19095",19.5
"2040","19135",19.8
"2041","19197",22.1
"2042","20095",19.7
"2043","20113",19.7
"2044","20151",21.6
"2045","41029",22.9
"2046","02230",17.8
"2047","42039",22.1
"2048","35015",14.6
"2049","36101",20.3
"2050","17067",23.9
"2051","16021",23.6
"2052","26125",17.9
"2053","26047",24.2
"2054","17179",19.5
"2055","20045",13.3
"2056","20101",23.6
"2057","20003",20.7
"2058","20073",26
"2059","42015",22.1
"2060","44001",20.5
"2061","45033",17.3
"2062","25027",16.6
"2063","26097",29
"2064","16081",13.5
"2065","16057",14.5
"2066","26035",24.7
"2067","19167",15.9
"2068","27033",22.6
"2069","39143",19.9
"2070","22023",17.7
"2071","26083",36
"2072","26159",19.4
"2073","26149",18.5
"2074","16017",26.1
"2075","17085",29.1
"2076","19103",12.9
"2077","27001",33.9
"2078","20007",23.2
"2079","20121",17.5
"2080","22027",21.3
"2081","22019",15.6
"2082","24021",15
"2083","26153",28.2
"2084","26009",28.3
"2085","17167",18.9
"2086","16009",23.5
"2087","40109",14.2
"2088","40017",13.5
"2089","25009",18
"2090","25019",15.5
"2091","36073",19
"2092","36079",18.7
"2093","27063",23
"2094","27169",18.2
"2095","27155",25.3
"2096","17133",18.8
"2097","17059",25.7
"2098","40015",15.6
"2099","01011",17.9
"2100","20147",24.6
"2101","36081",17.2
"2102","36033",18.9
"2103","36083",17.9
"2104","27099",18.4
"2105","28047",16.1
"2106","17181",22.1
"2107","17193",23.2
"2108","20201",23.5
"2109","20019",23.9
"2110","20119",16.7
"2111","20077",22.1
"2112","20199",25.7
"2113","36021",25.4
"2114","36107",21.2
"2115","28045",21.9
"2116","28153",17.7
"2117","28039",15.2
"2118","17101",18.2
"2119","17131",21.5
"2120","17177",23.9
"2121","36057",19
"2122","01027",20.5
"2123","21145",20.1
"2124","37179",13.2
"2125","29119",15.8
"2126","29213",22.3
"2127","29011",20.8
"2128","17203",18.8
"2129","20107",22.3
"2130","29051",17.5
"2131","36099",20.8
"2132","21117",15.4
"2133","37011",23
"2134","37073",22
"2135","29021",17.1
"2136","29165",15.7
"2137","17113",14.2
"2138","17115",20.6
"2139","36109",16
"2140","21037",17.1
"2141","37185",26.9
"2142","38051",31
"2143","39135",19.8
"2144","29147",17.3
"2145","29111",18.9
"2146","29097",15.8
"2147","20091",15.5
"2148","21041",16.2
"2149","48085",11.4
"2150","39015",18.8
"2151","39105",20.7
"2152","29009",21.9
"2153","29173",22.8
"2154","29129",21.7
"2155","34017",12.4
"2156","18171",20.9
"2157","55101",17.7
"2158","18181",20.6
"2159","18017",18.1
"2160","18081",15.4
"2161","39111",23.4
"2162","39029",21.4
"2163","30067",24.2
"2164","30091",22.8
"2165","31105",27.2
"2166","31029",23.9
"2167","17019",13.6
"2168","20173",15.5
"2169","18039",15.2
"2170","18067",19.6
"2171","18013",26.3
"2172","18109",17.7
"2173","18003",15.3
"2174","18169",21.3
"2175","39093",19.4
"2176","39155",22
"2177","40003",20
"2178","31169",25
"2179","31157",20.4
"2180","31027",21.9
"2181","18115",22.9
"2182","18177",19.2
"2183","18135",20.3
"2184","18137",18.5
"2185","18023",16.3
"2186","18133",17.3
"2187","40139",12.1
"2188","40147",20
"2189","40085",18.2
"2190","02105",27.4
"2191","31015",33.8
"2192","31025",18.3
"2193","26081",14.5
"2194","17073",21.2
"2195","19185",22.4
"2196","18025",20.7
"2197","18119",21
"2198","19033",23
"2199","02150",12.6
"2200","40129",22
"2201","31165",23.9
"2202","31131",20.4
"2203","32023",31
"2204","26155",19.5
"2205","19053",20.9
"2206","19057",21.1
"2207","55137",25.5
"2208","56009",18
"2209","56027",29.6
"2210","05135",25.5
"2211","21023",17.6
"2212","25007",26
"2213","25003",24.6
"2214","17137",20.9
"2215","05035",14.8
"2216","39007",19.9
"2217","02068",13.6
"2218","41049",16.2
"2219","05055",16.2
"2220","08085",25.3
"2221","26023",19
"2222","34037",18.4
"2223","36023",16.7
"2224","05089",29.1
"2225","42105",25.3
"2226","42085",22.7
"2227","48431",13.2
"2228","51770",17.5
"2229","09001",15.8
"2230","12011",17.6
"2231","12127",25.1
"2232","36097",22.5
"2233","36041",32.8
"2234","37195",19
"2235","27025",16.6
"2236","27091",24
"2237","26001",36.2
"2238","51011",20.7
"2239","51173",22.7
"2240","13145",18.8
"2241","13143",15.8
"2242","13083",20.4
"2243","37003",20.6
"2244","37189",16.7
"2245","28075",18.2
"2246","28003",18.8
"2247","28011",16.7
"2248","51750",9.4
"2249","51630",11.2
"2250","51157",26.6
"2251","51670",15
"2252","51640",19.9
"2253","13275",18.6
"2254","13259",15.8
"2255","38063",27.9
"2256","38047",27.8
"2257","39023",20
"2258","39041",14.7
"2259","28095",19.9
"2260","46017",9.3
"2261","55053",19.9
"2262","55015",16.5
"2263","55005",23.1
"2264","55067",25.1
"2265","13065",16.7
"2266","17151",26
"2267","17023",19.7
"2268","39109",19.1
"2269","39159",12.9
"2270","39019",21.9
"2271","47075",20.2
"2272","47023",17.7
"2273","26091",19.9
"2274","26151",22.6
"2275","17195",21.4
"2276","18019",16.5
"2277","40083",16.9
"2278","40091",25.2
"2279","47101",20.5
"2280","47133",20.2
"2281","26031",28.4
"2282","26069",30.4
"2283","18153",18.5
"2284","18077",18.8
"2285","18127",17.7
"2286","40107",18.3
"2287","40043",19
"2288","48209",11.9
"2289","48121",11.2
"2290","48303",13.1
"2291","48399",20.9
"2292","27157",22.8
"2293","28005",25.4
"2294","18075",18.1
"2295","18163",17.8
"2296","18155",18.5
"2297","41053",18.8
"2298","42077",17.3
"2299","48259",19.9
"2300","48325",17.3
"2301","48249",15.8
"2302","48193",25
"2303","28027",16.1
"2304","28147",20.3
"2305","29153",29
"2306","26139",16.2
"2307","26093",19
"2308","17095",22.1
"2309","42069",20.3
"2310","42093",21.4
"2311","46087",18.4
"2312","48293",20.7
"2313","48191",24.6
"2314","48305",15.8
"2315","48107",19.1
"2316","48137",22.6
"2317","31129",28.3
"2318","31153",12.5
"2319","31049",26.4
"2320","26101",27.4
"2321","19131",21.4
"2322","26161",15.3
"2323","19129",19.9
"2324","46067",21.7
"2325","46033",32.5
"2326","06075",17.2
"2327","08017",19.9
"2328","01037",24.8
"2329","22009",17.3
"2330","31177",18.9
"2331","34029",22.4
"2332","17011",22.7
"2333","20191",19.1
"2334","72103",19.7
"2335","72077",17.8
"2336","72054",20.9
"2337","01133",21.9
"2338","24510",14.9
"2339","48027",11.6
"2340","48021",15.3
"2341","48441",14.8
"2342","38039",28.8
"2343","39149",17.6
"2344","27071",27.6
"2345","20181",20.5
"2346","21083",18.3
"2347","72049",18.3
"2348","30079",33.9
"2349","12061",34.2
"2350","37041",27.3
"2351","39075",14.2
"2352","26095",23.1
"2353","27067",20
"2354","27121",25.1
"2355","28099",16.7
"2356","01045",18
"2357","40071",19.2
"2358","12091",16.4
"2359","13099",19.3
"2360","37143",28.4
"2361","38033",25.3
"2362","38013",21.2
"2363","28009",21.3
"2364","29085",32.4
"2365","29065",21.8
"2366","31111",20.5
"2367","31081",20.5
"2368","46105",26.1
"2369","21019",20.2
"2370","46043",23.4
"2371","23005",19.8
"2372","13101",12.6
"2373","13239",33.4
"2374","39087",18.8
"2375","39053",19.4
"2376","39039",19.5
"2377","38095",24.9
"2378","56023",18.6
"2379","55131",19.2
"2380","55077",25.9
"2381","48291",11.9
"2382","37025",13.4
"2383","13111",30.4
"2384","13115",16.7
"2385","02198",20.3
"2386","40025",25.1
"2387","41037",24.8
"2388","02016",6.4
"2389","42083",20.5
"2390","54105",22.2
"2391","55097",17.8
"2392","55047",22.9
"2393","40123",17
"2394","40097",18.7
"2395","27161",18.5
"2396","27101",26
"2397","27039",15.3
"2398","27113",18.8
"2399","28085",17.3
"2400","42115",24.7
"2401","46009",21.3
"2402","47109",21.1
"2403","47027",25
"2404","55107",25.4
"2405","55021",19.1
"2406","40149",19.1
"2407","40131",16.9
"2408","40127",22.6
"2409","28079",18
"2410","28105",11.9
"2411","28067",17.4
"2412","28135",17.1
"2413","05119",16.3
"2414","55103",24.4
"2415","55135",20.9
"2416","55087",16.1
"2417","40153",16.2
"2418","40069",18.5
"2419","42075",20.1
"2420","28115",15.2
"2421","28123",15.9
"2422","28159",21.1
"2423","28043",18.5
"2424","48197",21.8
"2425","48483",20.6
"2426","48017",17.4
"2427","47175",24
"2428","48439",12
"2429","42021",23.5
"2430","42081",20.2
"2431","28019",22.9
"2432","29101",12.9
"2433","29203",22.6
"2434","48485",15.1
"2435","49027",17.1
"2436","51099",13.9
"2437","48307",23.6
"2438","48177",19.5
"2439","48221",25.4
"2440","42065",21.7
"2441","42009",23.5
"2442","29073",22.9
"2443","29109",18.1
"2444","29079",21.7
"2445","29215",20.9
"2446","51089",24.4
"2447","48501",11.5
"2448","48227",13.1
"2449","48099",11
"2450","48451",16.5
"2451","48149",26.3
"2452","48447",24.5
"2453","48009",21
"2454","42109",20
"2455","42131",22.4
"2456","29175",17.1
"2457","29117",19.9
"2458","29125",22.2
"2459","29205",21.7
"2460","51077",25.7
"2461","53059",23.4
"2462","48013",15
"2463","48143",14.5
"2464","48375",13.9
"2465","48341",11.2
"2466","48233",17.4
"2467","48319",30.6
"2468","45011",18.9
"2469","29057",24.5
"2470","29185",25.8
"2471","29199",19
"2472","30107",28.9
"2473","53003",24.6
"2474","53023",29.6
"2475","48019",29.4
"2476","48279",16.9
"2477","48175",24.4
"2478","48023",26.4
"2479","48317",10.7
"2480","45081",20.1
"2481","45023",18.9
"2482","30017",20.4
"2483","30033",27.6
"2484","30011",30.1
"2485","30109",23.7
"2486","54053",22.2
"2487","55079",14.4
"2488","48275",18.6
"2489","48425",19.6
"2490","48163",12.3
"2491","48313",15.2
"2492","48411",22.5
"2493","48263",33.3
"2494","46107",27.9
"2495","46037",26.3
"2496","46035",20.3
"2497","46077",23
"2498","46057",14.2
"2499","31089",22.5
"2500","31079",15.4
"2501","31119",17
"2502","55063",17.4
"2503","55123",20.7
"2504","48075",16.6
"2505","48433",25.6
"2506","38089",13.5
"2507","38093",20.1
"2508","38043",26.9
"2509","46007",15.3
"2510","46019",19.7
"2511","31019",16
"2512","31159",17.8
"2513","31001",18.5
"2514","05111",18.4
"2515","05141",26.7
"2516","05079",15
"2517","48109",26.7
"2518","48413",21.4
"2519","38045",26.9
"2520","39011",19.2
"2521","39045",16.4
"2522","46102",7.1
"2523","47039",23.7
"2524","21237",19.5
"2525","21153",18.5
"2526","31101",27.6
"2527","31003",24
"2528","31141",17.8
"2529","48011",26
"2530","48095",19.9
"2531","49001",14.7
"2532","51121",13.7
"2533","39151",20.1
"2534","39071",18.6
"2535","39063",18.3
"2536","21223",18.3
"2537","21103",18
"2538","22045",16.1
"2539","22073",15.5
"2540","31143",23.1
"2541","31173",12.5
"2542","31085",25.9
"2543","51683",10.3
"2544","51049",23.3
"2545","51540",13.1
"2546","39069",19.5
"2547","39083",18.7
"2548","39101",18.4
"2549","39117",18.7
"2550","39055",21.7
"2551","22121",14.4
"2552","23011",20.8
"2553","35006",17.5
"2554","35041",14.7
"2555","35059",22.6
"2556","51036",26.2
"2557","51045",19.2
"2558","51595",18.4
"2559","51600",14.3
"2560","51678",16.4
"2561","39097",16.1
"2562","39005",20
"2563","39031",19.7
"2564","39047",17.9
"2565","26123",20.2
"2566","26107",20.2
"2567","26057",17.5
"2568","26037",18.2
"2569","36117",20.2
"2570","36089",18.4
"2571","51580",19.4
"2572","51720",20.6
"2573","54049",19.8
"2574","40103",21.6
"2575","40055",17.4
"2576","26133",21.8
"2577","26039",26.6
"2578","27037",15.4
"2579","37181",18.8
"2580","37157",20.8
"2581","38001",28.1
"2582","38075",20
"2583","54101",24.4
"2584","54079",19.3
"2585","40051",16.7
"2586","27111",24.8
"2587","27109",16.3
"2588","27085",19.7
"2589","27095",18.4
"2590","39025",17.9
"2591","39037",20.2
"2592","40053",22.6
"2593","19025",23.3
"2594","47111",15.3
"2595","48421",16.4
"2596","06031",10.6
"2597","27153",22.2
"2598","27009",13.9
"2599","46047",30.9
"2600","36085",16.8
"2601","01123",22.7
"2602","18021",18.5
"2603","46061",15.9
"2604","46045",22.4
"2605","21057",22.2
"2606","26111",19.8
"2607","12051",13.6
"2608","13297",16
"2609","13263",26.9
"2610","13277",15.5
"2611","48365",20.4
"2612","47047",22.4
"2613","37005",29.7
"2614","38021",19.6
"2615","27123",15.4
"2616","27079",18.4
"2617","16019",13.7
"2618","16051",11.5
"2619","17051",19.2
"2620","51071",22
"2621","51710",12.6
"2622","29105",18
"2623","50013",22.6
"2624","28073",14.7
"2625","05065",25
"2626","08025",14
"2627","17147",20.5
"2628","17103",20.7
"2629","17171",20.6
"2630","55105",17.3
"2631","56021",16.9
"2632","42119",19.5
"2633","53001",11.8
"2634","55139",17.1
"2635","55019",17
"2636","13159",17.5
"2637","17165",20.9
"2638","18031",17.7
"2639","19011",19.3
"2640","17009",16.2
"2641","18097",12.9
"2642","42047",23.4
"2643","26085",26.6
"2644","28017",18.4
"2645","29131",19.5
"2646","01017",20
"2647","17007",16.4
"2648","18091",18.9
"2649","29115",21.2
"2650","29103",21
"2651","31023",20.4
"2652","31163",27.5
"2653","37105",16.9
"2654","29135",16.4
"2655","30065",28.8
"2656","31125",21
"2657","19191",22.6
"2658","20103",15.5
"2659","05087",19.3
"2660","08119",24.2
"2661","13223",11.4
"2662","37107",21.1
"2663","35053",20.2
"2664","36093",17.6
"2665","37135",15.7
"2666","36087",15.6
"2667","01057",21.6
"2668","26019",27.8
"2669","13193",18.3
"2670","16001",15.7
"2671","37061",19.7
"2672","38073",21.6
"2673","38027",26.8
"2674","38029",28.8
"2675","40021",17.5
"2676","27049",20.1
"2677","29181",20.2
"2678","31031",22
"2679","17055",20.8
"2680","32027",16.6
"2681","35027",30.5
"2682","47015",17.4
"2683","48265",28.6
